subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
546,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,0,"I am walking down the street thinking about how I will pay the next bill. I look down and a $50 bill is in front of me. I believe it to be the disheveled looking fellow's money that is walking in front of me but how can I be sure? I put the money in my pocket and think surely it won't be missed. Later I feel somewhat remorseful about the decision, but bills must be paid.",1.07,2.08,3,1.12,6.74,6.17,10902,4/10/16 18:14
48,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,0,"Im headed to the theatre to get those new star wars movie tickets. Oh shit, the line is huge, I say to myself while pulling in the lot. Oh theres joey buckface from the lodge. Hey Joey! Thanks for saving my spot. I park my car and see the line is moving so i jog over to Joey ad shake his hand, thanking him for watching my spot while I went to take a dump, so i said. I got in, the tickets are mine, getting laid tonight. Too bad that little kid was the first person to not get a ticket, oh well.
",1,6.1,1,6.15,6.85,6.93,8059,4/10/16 18:14
38,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,I would think about helping but catching my flight is more important. there is more people that can help. I would feel justified for walking past.,6.93,3,1,6.94,7,6.97,8059,4/10/16 18:14
214,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,I would tell all the flaws because i would not like to make someone fell in troubles.,5.98,6.54,1,6.04,6.48,6.08,8095,4/10/16 18:14
79,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,I imagine the elderly person will find a seat. I was not thinking about the situation I was merely finding a place to sit on a crowded train. It was not intentionally directed at any person.,3.02,4.02,1,5,6.98,6.91,19839,4/10/16 18:14
469,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,I am having friends over for dinner. I have spent a lot of time making soup using chicken broth. After cooking all day I realize that theres a person at my house who is vegetarian I lie to them and tell them that the broth is vegetarian. I don't care that they are vegetarian. ,1.12,1.17,1,2,6.35,6.48,8923,4/10/16 18:15
474,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,1,"My friends and I are in line at the theater to get tickets for midnight showing of the new Star Wars movie.  We know that there are only a couple hundred seats available, and that over one hundred of them have been sold in advance so we may not get in.  I see that one of our coworkers, Jason, is in line for tickets too and only a few people from the ticket window.  To be friendly, I go over to say hello to him, but I also take the opportunity to get in line with him and buy our tickets before they well ",3.6,4,1,3.29,7,7,5858,4/10/16 18:15
495,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"I was walking down the street in New York when a man started harassing me.  I was wearing a knee length skirt, but it was windy and I had to hold the skirt down on the sides so it wouldn't blow up and give me a Marilyn Monroe moment.  This man came up behind and said, ""You should let your skirt go and let the wind do it's job"".  He continued to harass me as he walked by.  He was extremely well dressed and looked like he worked on Wall Street.  When he was several yards in front of me I saw a $50 bill fall out of his wallet.  I picked it up and",5.01,5.05,1,6.93,6.99,6.96,13925,4/10/16 18:15
95,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,I just received a new job as a car salesman and really want to impress my boss as a new employee. I know I can do this by saleing as many cars as possible. A customer asks me if a car has any flaws and I knew it did. I began to go on about how the car has no flaws just so they would buy it. And so they did! ,1.03,1.02,3,1.04,6.96,6.97,14318,4/10/16 18:16
107,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,1,I was walking down Franklin road. When I seen a 20 dollar bill,1.07,1.04,1,3,5.52,6.01,17812,4/10/16 18:16
38,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",1,1,"I am sitting with my friends at a full table, If a stranger asks to sit with us i would be hesitant. The clear thing is there are no seats.",6.96,3.06,1,6.01,5.97,4,6247,4/10/16 18:17
427,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,0,"I go to the bar and have a few drinks of Captain n Coke. I come home really drunk. Meanwhile, my roommate is asleep on the couch, which is awkwardly in the middle of the living room. It's as if he just gave up trying to move it himself and crashed.",2.07,4,1,3,5.09,7,51007,4/10/16 18:18
214,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,I would always try my best to evaluate my co-worker's performance because i do not want to step ahead by walking over other.,6.49,6.67,1,6,6.52,6.38,4855,4/10/16 18:18
79,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",6,0,There are no seats left at the table so it is justifiable to tell the person there are no seats left. There is no reason to feel guilty or bad about the situation. There just were no seats available at the time.,4,3.01,1,5.97,6.91,6.96,13136,4/10/16 18:18
495,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",4,0,"I just broke up with my boyfriend of two years because he was cheating on me.  I am devastated and need my friends to get me through this.  My friends and I always sit at the same table at lunch, and we are talking about the situation.  My best friend says she sees the girl my boyfriend left me for at the table next to us, sitting alone.  Unbelievably, she comes over and asks to sit at our table!!  There are no seats left anyway, but even if there were I wouldn't ",2.04,3.99,1,6.95,6.95,6.95,10341,4/10/16 18:18
281,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I had been waiting at the train stop for a long time.  There was no place to sit there.  The train was running late.  When it finally came, my back was hurting badly from standing for so long.  I saw that an elderly person was getting on the train after me and looking for a seat.  I hurried and sat down in the last seat before they could get to it.  For the whole ride they were moaning in pain from standing for so long.  They were leaning on a cane to get some relief.",5.04,2.03,1,3,6.95,7,11922,4/10/16 18:19
95,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,My husband and I just has=d our first little angel. Life is so exausting now! I am tired all the time and I know he is too. The baby cries every night and I was so tired last night. I heard her crying and saw that my husband was awake so I pretended to sleep because I knew he would take care of things. ,1.07,1.03,1,1.13,6.97,6.9,6556,4/10/16 18:19
107,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,I am on spring break and am trying to catch a flight home. I see a man struggling with his suit cases. I am in a hurry so I act like I don't see him. La,5.09,3.03,1,5.08,6,6,3675,4/10/16 18:21
515,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"The outside of the train is green.  When I walk inside, the walls and carpet are busy with color.  There are poles in the middle for people to hold on to.  I walk toward the empty seat by the window, then notice an elderly lady with a hat, purse and cane walking down the aisle.  I sit down.  I watch her while she tried to hold onto the pole for balance.  She is struggling to do so.  I feel awful and know I should let her have my seat.",5.1,1,1,1.36,5.62,6.1,26669,4/10/16 18:21
427,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,I'm a man on a mission. I was running late for my flight. I was completely blinded by anyone else's presence. I ended up cutting off someone carrying a heavy suitcase. I didn't bump into them or anything but I could tell they were rather frustrated by my swift walking pace.,3,4,1,3.02,5.2,7,12353,4/10/16 18:21
214,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",8,0,I would give a seat because i take pity on such people.,6.41,6.38,1,6.26,6.46,6.25,8772,4/10/16 18:22
79,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,there was no way to be sure the person dropped the money. It was not wrong to keep it under the circumstances. The person in front would probably claim the money if it was offered to them even if it was not theirs.,1.99,4.99,1,5.01,7,6.97,19744,4/10/16 18:22
597,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,"I try to sell a car which very much damaged inside the engine. I could not sell it for several months, and now I have a customer who is really interested in the car. He asks me if it has any flaws. I am not going to tell him, it does, otherwise he would change his mind.",2.03,2,1,4,5.97,5.98,16106,4/10/16 18:22
281,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"My new roommate is unpacking and trying to get things set up in her room.  She has a bad back and is really struggling, but wants to everything done before she goes back to work the next day.  She asks me to help her get some of it set up, but I just don't feel like it.  I had already planned to go out to the bar tonight.  I don't want her to think I'm lazy or dislike me, so I tell her that I have to finish a project for work.  She is really sore the next day from moving all of the furniture and has to call off work that day, because of the pain.",2,3.02,1,5.03,6.92,7,5001,4/10/16 18:22
110,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",6,0,,2.08,2.99,1,5.96,5.12,5.49,10764,4/10/16 18:24
515,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,0,"My roommate and I are in the room.  She has just purchased shelves for her shoes  in order to utilize space.  She is struggling with putting it together.  There are tools and the paper directions on the floor.  It is obvious that the shelves are crooked.  She sits down and gives out a sigh as she wipes her sweaty brow.  When she asks if I can help, I make up a lie.  She bought the shelves, why should  I put them together for her?",1.1,3.14,1,3.03,5.64,5.68,19202,4/10/16 18:24
427,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,0,"I wave hi to my friend and strike up a conversation with him, ignoring the other people in line. I get a few agitated stares but continue to chat up with my buddy as if nothing happened and I don't care.",1.03,4.03,1,3.1,6.02,6.85,10814,4/10/16 18:25
591,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,1,I would feel bad because I don't know if that person needed that or not.,3.29,2.64,1,1.88,6.43,6.31,3323,4/10/16 18:25
107,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,I am behind on rent. When ever I sell a car is when I get paid. I see a women come in to buy a car. I sell her a bad car. I feel bad later.,2.9,1.04,1,1.97,5.96,5.99,6482,4/10/16 18:25
79,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,The decision was a reflex action. There was a crowd and a chance to get ahead in line so it would be alright to take the advantage. It was not a moral issue but a personal choice.,2.02,4,1,4.98,5.96,5.98,19040,4/10/16 18:25
281,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,"Traffic was bad and I was late getting to the airport.  I'm barely going to to catch my flight on time.  On my way to the gate, I see a person in a wheelchair trying to carry their heavy suitcase.  I feel like someone should help, but I just don't have time.  If I don't make this flight, I will have to wait until tomorrow for the next one.  I pretend that I don't see them, so I don't look like a jerk, and keep on walking.  I notice that they drop the suitcase on their foot and hurt it.",5.03,3.02,1,3.05,7,6.91,4781,4/10/16 18:26
597,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"My roommate had trouble setting up the furniture. He asks me for help, but I am about to leave to go out to the bar. I do not want to move furniture, it will exhaust me. I tell him I have to finish my project for work, and leave.",1.35,2.05,1,1.98,4,5,24222,4/10/16 18:27
110,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,0,"I would feel like a huge tattletale. I would feel that any promotion that I received would be unjustified and unethical. I would doubt my self worth in regards to my abilities in this job, because I earned it using underhanded methods. I would consider recanting my accusations about my co-worker, but I am unsure if I would want to risk my job security and what impact that would have on my fianc",2.1,3.08,1,3,5.9,5.94,13954,4/10/16 18:28
515,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,I am walking down Main street and have just left the bank.  I spot a $50 bill not too far away.  There is a lady several feet ahead of me and I believe it is hers.  It is day time and the weather is fair.  I think about running up to her and asking her if she dropped the bill.  Then I think she may lie to me and it isn't her bill after all.  The lady is wearing a dress and  long coat.  She has her purse hanging over her left shoulder.,1.36,3.37,1,5,6.04,6.06,26197,4/10/16 18:28
427,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,"The baby is crying. It's three in the morning. My head is pounding. My wife shuffles around in the bed. I can tell she's starting to wake up. I keep my breathing slow and loud to give the impression that I'm not disturbed and am fast a asleep. My wife let's out a loud sigh, sits up on the bed then gets out to go tend to our baby.",2.02,4,1,2.96,5.37,6.71,10904,4/10/16 18:28
79,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,The roommate was asking a favor so there was no reason to feel bad for not doing it. He could easily respect your decision as you respect his.,2.09,4.96,1,6,6.95,6.91,9264,4/10/16 18:29
281,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"I needed a job really bad, and all I could find was this job as a car salesman.  I only get paid when a car is sold.  Rent is due soon and I need money fast.  I see that this customer is really interested in this Ford Focus.  I know that the transmission is going out, but this person seems like they have a lot of money, so I lie, figuring that I need the money more than they do.  They come back the next week to complain to the manager that the transmission went out and now they are without a car to go to work, after they were told that the car ran fine.",5.02,3.03,1,4.97,7,6.99,3615,4/10/16 18:29
107,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,I am very tired and searching for a seat on the train. An elderly lady is looking for one too. I finally find one and sit down instead of letting her sit.,1.06,1.1,1,1.26,6.28,6.87,5752,4/10/16 18:29
110,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,"I must be extremely tired. I work very hard and I would not feel too bad to get some much needed extra rest. My spouse works hard, but in this instance between work and the chores I need this extra time. I do most of the caring for the baby, so my spouse can hanhdle itl",4,4,1,3.94,4.96,4,5553,4/10/16 18:31
597,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",5,0,"I am sitting with my friends at the cafeteria. A person comes up and asks if he could sit with us. I say no, there are no seats. I do not feel bad about it.",2.01,2.97,2,2.04,2.39,2.34,13435,4/10/16 18:31
515,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"It is a windy and chilly day.  It is partly cloudy and I am standing outside in the car lot with many cars.  A family with a husband, wife and two children approach me and ask me about the car.  They need a reliable vehicle to get them around to school, work, etc.  I point to the direction of a car that I think they would like.  It is flattering on the outside and in their price range.  There are four doors on the car.  We walk over together to the car as I lead the way.",5.99,1.03,1,1.11,6.05,6.01,16354,4/10/16 18:31
3,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,I imagined being at a bar with  two friends and after having two drinks wishing I had stayed and helped my roommate. I realize that I was being selfish and I vow to make it up to her somehow.,5.13,2.82,1,4,5.47,6,35074,4/10/16 18:32
427,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,I sit down across form my boss at his desk. He asks me to give an honest evaluation of my co-worker. Knowing that we were both competing for a promotion. I decided to lay out all of the mistakes he had made in the past.,1.12,4.91,1,4.96,5.05,5.01,9711,4/10/16 18:32
281,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,1,"This movie that I really want to see if almost sold out.  I drive 20 minutes in bad weather just to see it tonight.  There are quite a few people ahead of me, and I'm sure that I won't get in before it's sold out.  I won't have another chance to come see it until next month.  I see Tiffany in line toward the front.  I go up to where she is and get in line behind her.  People behind me are grumbling and complaining, but I don't want this to be a wasted trip after I traveled all this way.  I get the last ticket and some little kids who are behind me are crying because they don't get to see it tonight.",2.02,3.04,1,4.97,7,7,6412,4/10/16 18:32
591,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,1,,2.28,2.33,1,2.06,6.82,6.62,3049,4/10/16 18:32
547,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,1,I am walking down the street on m way to work one firday morning and notice a fifty dollar bill on the ground. It c ould be the person                    ,4.21,3.5,2,3.6,3.27,4.24,5848,4/10/16 18:33
110,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I would get u immediately. I think respect and care for the elderly is essential to my character. I would approach this person and offer them my seat. I have taken public transportation my entire life. I prefer to stand anyways, it allows me to exit the train before the other passengers. I would hope that when I am older other people will be considerate to me at that age.",2.04,6.03,1,5.97,6.03,6.04,10019,4/10/16 18:34
597,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,"I am rushing because I am very late to flight, I am afraid the plane would leave. I see a person with a very heavy suitcase trying to lift it. I pretend I do not see it and pass him. I do not feel bad about it.",4,2,1,4,4.99,5,23722,4/10/16 18:35
515,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,"My co-worker and I have been working on a sales pitch and visual aid for advertising.  We both sit and rack our brains together; bouncing ideas off of each other.  Finally, we decide that the jingle I cam  up with was the best.  However, her artistic ability is far more advanced than mine, so we use hers.  ",4.8,1.98,1,1.99,4.91,4.91,17515,4/10/16 18:35
3,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,I imagine being in a hurry and trying to move quickly and trying to avoid looking at the person with a heavy suitcase.,3.14,3.22,1,5,6.23,6.24,9468,4/10/16 18:35
591,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,1,I would feel bad about what I did because I am causing problems for someone else by being selfish.,2.2,1.73,1,1.34,6.44,6.5,19730,4/10/16 18:36
110,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,0,"I would feel a little guilty. I like this friend and we have helped each other out before. However, I have been planning to go out to drink all week. It has been a rough work week and I deserve a night to let loose. There is always tomorrow and I will promise to help my friend the next day or whenever they need me for something. I promise them I'll help them soon, but tonight I'm going to have fun.",1.23,3,1,3.04,5.91,6.07,9071,4/10/16 18:37
597,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,"I am in line for movie tickets. I know the tickets will sell out soon. But I see a firnd in fornt, so I make my to him to be in fornt too. I think it is ok to it.",1.07,4,1,4,6.01,5.96,11920,4/10/16 18:39
3,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,0,I imagine that I am on the train and feeling lazy and therefore thinking it was fine that I did not act correctly. I see the elderly person moving slowly and not being comfortable standing up. ,1.57,2,1,3.19,5.39,5.48,8861,4/10/16 18:39
591,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,1,I would feel bad and most likely I would get up and give that person my seat.,2.29,2.58,1,1.6,6.56,6.29,28032,4/10/16 18:40
3,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,I imagine running late and being really amped to see this movie. I feel sort of bad about it but I run to the front of the line to meet with my friend. I imagine that several people grumble as I walked by.,4,3.15,1,3.01,5.54,5.56,16941,4/10/16 18:43
422,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"After I telling my roommate I am unable to help set up furniture in his room, I still go to the bar, but I feel terrible about lying.  I go out to the bar, but I can't help but think about him at home trying to get everything set up and I can't enjoy myself.  I decide to leave the bar and go home.",2.03,2,1,2.02,4.99,5.36,11038,4/10/16 18:43
591,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,I would feel bad.,2,2.23,1,1.9,6.24,6.65,3515,4/10/16 18:44
422,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,"The cab pulls up to the airport and I get out of the cab in frenzy because I'm already running late and am worried about security.  I see a woman struggling with a large suitcase.  I know she needs help, but i'm in such a hurry i look the other way and avoid eye contact.  After i make it through security, I sit down and feel bad for leaving her there on the curb to struggle with her luggage. ",5.02,3.03,1,4.92,5.94,5.58,6820,4/10/16 18:47
3,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,I imagine talking to my boss and talking about the downfalls of my ,1.05,3.09,2,3.03,5.55,5.15,35014,4/10/16 18:47
