subject,version,condition,story_id,story,test_story_id,imagine,response,responseRT,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,justif1RT,stamp,id
86,scrambled,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,"I'm already running late to the flight, and if I miss this flight I'll be stranded in the airport for eight more hours until the next flight comes in.",120000,3,3.3,1,2.26,6.08,4.06,5515,0,4/10/16 18:04,6785
469,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,My new roommate has just moved in. She is having a hard time setting up furniture in her room. She asks if I can help her. I really do not want to help so I lie to her and tell her I need to finish a project at work instead I go to bar. I do not feel bad about lying to her.  ,120000,1.01,6.82,1,2.01,6.64,6.81,13803,0,4/10/16 18:04,6786
63,scrambled,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,"i don't know them and i think about thier situtaiton and i thin kthat sucks, but that doesnt affect me so i go on with my daily business",121006,3.43,4.4,2,3.62,3.48,3.41,1772,0,4/10/16 18:04,6787
519,scrambled,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,"I just got onto a very crowded train on my way home from work.  I have been on my feet all day, and feel exhausted.  Luckily I see an empty seat nearby.  As I begin to sit down, I see an older lady looking for a seat.  I felt like I should offer her my seat, but i am so tired, so I sit down.",120004,5.05,2.12,1,2.12,5.1,6.01,6595,0,4/10/16 18:04,6788
591,scrambled,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,I would feel bad. I would think I was being very selfish. I would not tell her what I did but I would try to make it up to her.,120320,1.71,3.33,1,2.06,5.76,5.55,9518,0,4/10/16 18:04,6789
181,scrambled,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,1,"When my boss asked me to describe my co-worker's performance a a project we did together, I told him all the negative things that they were responsible for. I figured that I need the promotion more than they do, so I don't feel bad about it. Also, I'm sure my co-worker is saying negative things about me when they're asked about my performance on the project.",120000,4.22,3.88,1,4.82,6.89,6.82,5474,0,4/10/16 18:04,6790
588,scrambled,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,1,"I would go ahead and cook the a chicken broth anyway. The guest would probably not be able to tell the difference in the broth anyway. What my guest doe not know about the broth I cook, wont' hurt them anyway.",120000,1.04,2.09,1,2,6.64,6.53,4118,0,4/10/16 18:04,6791
391,scrambled,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"I had been planning to go out to a bar. I see my roommate struggling to set up furniture. My roommate asks me to help, but I want to go to the bar. I don't want to tell my roommate this though, so I make up a lie instead and tell my roommate that I have to finish a project. Later I feel guilty about my behavior and I think I will be more honest in the future. ",120009,3.06,2.92,1,3,4,5.01,5121,0,4/10/16 18:04,6792
218,scrambled,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,,120001,3.03,3.03,1,1.67,4.91,5.36,27677,0,4/10/16 18:05,6793
533,scrambled,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,0,"It has been a long day at work and I just want to get home. I get on the train and look for a seat. As I sit down in the last spot, I see an elderly person searching on the other side of the train. I feel bad that they could not have taken my seat, but the people on the other side should be offering up their seats since that's where the elderly person is. I end up not feeling too badly about this since I feel like there's not much I could have done.",120000,2.96,3.22,1,4.54,6.67,6.71,8712,0,4/10/16 18:05,6794
101,scrambled,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,"I had spent several hours slaving over this soup to ensure that everyone would enjoy it. I sadly forgot that my one friend is an obnoxious vegetarian who often says how they always ""know"" if any meat has been involved in the preparation of a meal. Rather than tell them about the chicken broth, I decide to test their supposed ability. ",120000,4.95,6.04,1,6.07,5.9,5.96,13138,0,4/10/16 18:05,6795
453,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,This depends on how much I like my roommate. If I liked them I would help if I didn't I would not. So it's not like your obligated to help if you don't expect reciprosity. No big deal.,120003,2.57,4,1,4.96,4.94,5.93,10985,0,4/10/16 18:05,6796
555,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,1,My friend wants me to help him move but I clearly want to the bar to meet Cindy.  I make up a story about a important project I need to finish up and head out for the bar.  My roommate has no clue that I am telling an lie in order to out for drinks. ,120019,5.01,5.44,1,5.94,5.8,5.81,2590,0,4/10/16 18:05,6797
495,scrambled,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,"I just started back at work this week after being on maternity leave for 6 weeks.  I am not really ready to go back because my baby is not sleeping through the night and I am constantly exhausted.  Tonight is Thursday night and I have work in the morning. I hear the baby crying, but I really need the sleep, so I pretend that I am asleep hoping my husband will check on the baby.  Normally I would feel guilty, but he does not have work tomorrow",119993,1.03,3.06,1,5.97,5.57,5.42,32695,0,4/10/16 18:05,6798
234,scrambled,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,"I am really happy about the soup that I made. I spent a long time on it and it is really delicious. It smells really good and I am excited to present it to my guests. I did not tell anyone how I made it yet, but I realize someone here is trying to become a vegetarian. I am just going to tell them that I made the soup with vegetable broth. I have nothing else for them to eat. Besides, I have seen this person eat meat before when nothing else was available. It is no big deal.",119993,6.01,5.53,1,6,6.61,6.94,13397,0,4/10/16 18:05,6799
109,scrambled,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I really don't want to help set up furniture.  Okay, I'll say I need to work.  I have a large project that needs to finished.  I hope she understands but I want to go out with friends. ",120001,5.03,3.01,1,3.01,5.01,4.96,12188,0,4/10/16 18:05,6800
444,scrambled,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",9,0,"I imagine my friends and I just sitting down at the table in the cafeteria. I notice that all the seats are all accounted for and everyone still needs to eat. I see that someone is eating alone. They get up with their lunch and come to the table. They asked nicely if they could sit with us, but there isn't any seats left so I tell them that I would, but we do not have chairs left at the table. I apologize and they go back to their table, defeated. It was justified as it's the truth. There is clearly no more chairs left for her nor any spot she could squeeze herself in.",120000,6.4,4.97,1,7,5.99,6.02,17256,0,4/10/16 18:05,6801
474,scrambled,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,"I was working on a project with Alyssa for our boss that we were able to complete on time.  He asked me about her performance because he planned to use it to determine which of us should be promoted.  She pulled her fair share of the work, but I think I deserve the promotion more than she does, so I mentioned how she often wasn't available to help after hours and was argumentative about some pieces of the project.  Because of this, he no longer wanted to promote her and gave me the position instead.",120004,3.61,2.97,1,1.61,5.56,7,5458,0,4/10/16 18:05,6802
563,scrambled,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"Oh no, not the crying again.  I have to get up for work early.  Maybe if I pretend to sleep, my wife will take care of it.  5 minutes later, she gets up and takes care of it.  I wake up the next morning feeling refreshed, while my spouse is exhausted from being up all night.  I see her misery, and feel guilty.",120001,5.01,2.95,1,3.1,7,7,2579,0,4/10/16 18:06,6803
22,scrambled,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,"OK, buddy, I don't work for free, get it?  This is LAX, there are plenty of bag handlers.  You pack your granite collection and then don't want to tip a guy to help you carry it?
Don't give me that 'Please help me!!' hangdog glare!  Have it shipped if it's heavy.  I got stuff to carry, too.  You think everywhere you go, everyone needs to come to the rescue?
I'll just go right to this Starbucks and sip some coffee and watch you drag that crate by me 20 minutes from now.  Cheap chump!",120005,2.01,3,1,6.04,6,7,6841,0,4/10/16 18:06,6804
95,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,"I am rushing around to find the perfect outfit to wear out to the bar. As I am running late and rushing out the door, my roommate stops me and asks for help. I fibbed and told them I had to hurry and finish a project for work. I rush out the door and make it to the bar just in time. I never get to go out so I don't feel bad. ",120001,1.99,2,1,1.97,7,7,24340,0,4/10/16 18:06,6805
480,scrambled,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,0,"I have been needing a night out for awhile and have made plans to meet up with friends at the bar. When I get home my roommate tells me that he needs to get his new desk up to the apartment, but it is to heavy to get by himself. I really want to leave, so I tell him that I am so sorry but I have to get to work to finish up for the night. I go out to the bar as planned. ",119999,1,2.1,1,3.35,4.74,4.71,8025,0,4/10/16 18:06,6806
440,scrambled,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",1,1,"I like to go to the cafeteria with my friends.We hang out and talk about things.Today the table was packed,no more room left. A person came and wanted to sit with us...but I told them no, it was crowded as is..I didn't know that person,so I didn't want to waste my time to get to know a new person.",120000,1.96,2.14,1,1.99,6.98,6.89,6737,0,4/10/16 18:06,6807
546,scrambled,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,"I need to land a sale as I am having financial hardships. A first time car buyer comes in and has found his dream car. I know that the car he wants has serious mechanical problems, but I need the sale. Afterwards I feel terrible and know that the customer will likely have serious issues in the near future.",120005,1.5,2.02,1,1.1,5.5,4,13426,0,4/10/16 18:07,6808
48,scrambled,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,"I was ina  big hurry to my connecting flight at Chicago O'hare so I was really flying through the terminal with my carry on bag. I see this old sickly broad with a broken arm sturrgling with her luggage. She looks at me for help, I could see it in her eyes. But what can I do, I gotta go, my flight is leaving. Get TSA to help. I felt bad afterwards cause my flight was delayed and I usually help old bags. ",120000,5.08,4.11,1,6.91,6.43,6.8,21113,0,4/10/16 18:07,6809
379,scrambled,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,1,I was sitting down in my seat while an elderly person was walking by me searching for a seat. I ignored and kept sitting because I can't imagine myself standing up for a long hour due to my backache.,120004,4,2.05,1,4,4.87,6.34,4531,0,4/10/16 18:07,6810
122,scrambled,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,,120027,5.98,4,1,4,4,7,15603,0,4/10/16 18:07,6811
361,scrambled,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"I see myself looking into my customer's doe eyes when I tell the bold-faced lie that the car doesn't have a flaw. I know for a fact that the brakes are faulty. This is really unethical, but I lie about it anyways because apparently my bank account means more than this person's safety. I feel pretty terrible about this because I am profiting off of someone's ignorance.",120015,1.07,1.03,1,1.02,6.94,6.97,4324,0,4/10/16 18:07,6812
206,scrambled,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,I would keep going thinking someone else will help and put it behind me.I had a good flight.,120000,1.97,2.1,1,1.99,4.92,5,26139,0,4/10/16 18:07,6813
591,scrambled,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,I would feel bad about it but I would not be much help if I feel I wouldn't be strong enough to help them with the suitcase. we would both miss our flight.,120011,5.84,5.2,1,5.09,6.66,6.24,6093,0,4/10/16 18:07,6814
86,scrambled,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,"I feel extremely lucky I had no cash in my wallet and I was starting to get hungry, I feel extremely lucky that I found the money the way I did and when I did.",120000,3.23,5.96,1,3,5.85,4.97,8923,0,4/10/16 18:07,6815
391,scrambled,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,"My boss asks me about how my coworker did on a project we worked on together. I told my boss only the negative things about my coworker, as I wanted to be the one that shined in my bosses eyes, since both my coworker and I were both up for a big promotion. Later I felt like a traitor and thought I will never do anything like this again. ",119986,2.02,2,1,2.02,6.01,5.97,8163,0,4/10/16 18:08,6816
101,scrambled,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,"Oh god, the baby is crying again. I have to be up in three hours and I've taken care of him the last three nights. There is no way I'm doing it this time. I know my wife is still recovering, but she has to learn how to deal with him at night as well. I'm taking a pass on this. It's ok for me to do so, I have to be up in three hours. She's still on maternity leave. Plus, she needs to learn right? ",120001,1.05,4.96,1,6.05,6.06,6.08,6800,0,4/10/16 18:08,6817
469,scrambled,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",4,0,I am eating lunch with my friends at the cafeteria. Our table is full with no seats left. A person has come to our table and asked to sit with us. There is no room so it is not possible. They have to find another place to eat.  I feel justified in this because there was no place to eat at our table.,120012,1.2,2.98,1,4.99,6.66,6.55,21333,0,4/10/16 18:08,6818
63,scrambled,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,"As the person has enough money to carry a $50, i figure they don't need it, but rather i could benefit from this. I enjoy my new found wealth and envisio nwhat i will buy with it",121006,4.64,3.08,2,4.83,3.3,3.29,2618,0,4/10/16 18:08,6819
208,scrambled,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",5,0,"I would feel bad, but not that I said they werent any seats left as it were true.If a table is full its full..Sometimes you cant squeeze in.",120001,6.07,5.77,1,5.32,5.74,5.38,3395,0,4/10/16 18:08,6820
474,scrambled,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I just got on a very crowded train to head home and was lucky enough to find an open seat.  As I'm sitting down, a see an elderly man get on the train and look around for an available seat.  Since I had just sat down, I decided to look at my phone and pretend he wasn't there.  I had a long day and there were many other able bodied people who also didn't offer him their seat.  The old man finds a spot near the door and holds awkwardly onto a handrail while the train departs.",120247,4.21,2.95,1,3,6.42,7,4913,0,4/10/16 18:08,6821
495,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,"I just got a new roommate last week, and she is a total disaster.  She is a friend of a friend, but I really needed a roommate so I said yes to her.  She is nice enough, but she constantly wants my help with everything and it is exhausting.  I helped her move from her old place into my apartment, and she has a lot of heavy furniture!  She did not even thank me for helping!  I have been helping her move in all week, and tonight I am exhausted.  I have a date planned and really want to get out of the house.",119994,1.97,6.05,1,7,6.97,6.97,9344,0,4/10/16 18:09,6822
234,scrambled,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,"This guy trying to buy this car is really cheap. I am giving him a great deal on this car and he keeps asking me questions about it. He is asking me about flaws in the car and I tell him that the car is in tip-top condition. If he does not see the flaw, then I do not either. Besides, he is getting a great deal, and if he does not notice the flaw, then it is not my problem. He is getting what he is paying for. I wish him good luck.",119993,6.03,5.51,1,6.76,6.94,6.94,16703,0,4/10/16 18:09,6823
73,scrambled,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"I imagine that I'm a new parent, and the baby starts crying in the middle of the night. I am so tired from taking care of the baby, household chores, and everything else that I just don't want to get up. I pretend to be asleep, so my husband will get up and take care of the baby. He grumbles a little, but he does get up to change and feed the baby.",120000,6.85,3.01,1,3.04,6.29,6.45,55335,0,4/10/16 18:09,6824
95,scrambled,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,"I imagine cooking for my family coming over tonight. I worked very hard on the meal I prepared and completely forgot about my sister being a vegetarian. I told her it was made with vegetable broth because I knew she wouldn't notice. She ended up getting sick afterwards, but I just played it off that the flu was going around and she maybe caught it. ",120000,3.02,1.03,1,1.98,6.96,6.97,19228,0,4/10/16 18:09,6825
480,scrambled,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,0,"I'm not a big fan of cooking, but I told my friends I would make them a good meal, so I am determined to do so. I get all of my ingredients together and start to cook. It takes forever but it's finally finished and I feel great about accomplishing this task. One of my friends texts me that they are on the way over and it's with that text I realize that he is a vegetarian and I used chicken broth in my meal. I panic, I put in so much work, what am I going to do! When my friends get here, I just pretend that the whole meal is vegetarian and my friend never knows he ate something prepared with chicken broth. ",120000,1,3.6,1,3.29,3.49,3.1,10669,0,4/10/16 18:10,6826
440,scrambled,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,1,"I really want to see this movie...it is very popular and everyone wants to watch it. I am standing in line..I worry that the tickets will be sold out and I am not able to see it..so I decided to cut in front of someone else..I know it wasn't right,but I will get to see my movie.",120313,4,4,1,4,6.91,6.96,8082,0,4/10/16 18:10,6827
546,scrambled,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,I really want to see a movie on opening weekend and can't go any other night. The line is huge and I know that if I get in the back it will likely sell out. I see some friends up-front. I noncholantly slide in line with them as if I have been there the whole time. I get a few stares but no-one says anything. I am ecstatic that I will actually get to see the movie tonight.,120001,5.04,4.97,1,4,5.96,5.91,25258,0,4/10/16 18:10,6828
361,scrambled,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,1,"I am walking down Clairmont road when I see a $50 bill drift down and land on the ground. There are a couple of people in front of me, but I can only guess that this money may belong to the person who is closest in front of me. However, I can't confirm this, so I think it's best that the money becomes mine. After all, it would take like 4000 MTurk hits to make that kind of cash, and I can't assume that it belongs to the person in front of me. It does feel a littl like steali",120006,7,7,1,7,7,6.97,2894,0,4/10/16 18:10,6829
591,scrambled,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,I would feel that I am able to get up and give the older person my seat. ,120487,2.16,2.26,1,1.89,6.29,6.2,3669,0,4/10/16 18:11,6830
48,scrambled,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,"This is my fifth year on the job, I said it was going to be temporary but it drags on. Here comes a sucker now. Hey fella, you interested in one of these here cars. This one? It's perfect runs like a beauty, give me the cash and take it home. Nice, the sucker is on the hook. I'll skip town tomorrow. I'm feeling bad for that poor bastard, prolly stranded on the highway in that old clunker. Maybe I should just wack myself out. Hey Jimmy another scotch. ",120055,2.98,1.98,3,1.25,6.58,6.62,8927,0,4/10/16 18:11,6831
101,scrambled,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,"Yah, sure Chuck. I'll help you set up that furniture. Sort of like you helped me haul my bed up the stairs. Or helped me build my desk. Or helped me set up the entertainment center in the living room after I hauled it up the stairs. Oh wait, you never helped me with any of those things. You actually sat on the couch after I did all the work. So yah, sorry. I've got a work project that is going to involve a gratuitous amount of Jack Daniels. Hope your furniture adventure goes well. ",119998,2.81,6.58,1,6.95,6.56,6.62,10691,0,4/10/16 18:11,6832
107,scrambled,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",1,1,I am sittng with my friends on the far left table. A kid I don't know comes over and says he was sitting alone. I told him we did not have any empty spot,120000,1.96,3.19,1,4.52,5.92,6.22,16567,0,4/10/16 18:12,6833
469,scrambled,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,I am really tired and my baby is crying during the night. I pretend to be asleep so my husband will get up to check on the baby. I feel completely justified in this behavior. I feel that he does not get up enough usually. ,121059,1.05,6.69,1,1.98,6.63,6.58,8873,0,4/10/16 18:12,6834
474,scrambled,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",1,1,"My friends and I are enjoying our lunch break in the cafeteria when I notice that Sarah is sitting alone at another table.  When she sees us, she comes over to see if she can sit with us.  Since there are no open seats, I tell her that there isn't room and she leaves the cafeteria, dejected, with her food, probably to eat at her desk.  We continue our fun conversation and forget that she had spoken to us.",120074,2.99,3.72,1,3.72,4.62,7,4816,0,4/10/16 18:12,6835
495,scrambled,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,"Today I have a flight to Chicago to audition for my dream job in the Chicago Symphony!  Unfortunately my cab driver did not show up, so I had to call a friend last minute to take me to the airport.  Now I am in a rush, and I CANNOT miss that flight or I won't make it to the audition.  I see an elderly man struggling with a suitcase and normally I would help, but this time I just can't.  I start to feel badly, but then I see someone pull up in one of those carts to help him.",119993,4,3.98,1,6.99,6.95,6.98,15293,0,4/10/16 18:12,6836
95,scrambled,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,I completed a very big project with one of my closest coworkers. We were both considered for a large promotion based off of our performance. When our boss asks me about our performance I told him all of the negative aspects about my coworker so I would get the job. I just really wanted the job bad and I knew this would give me a huge advantage. ,120000,4,1.02,1,1.09,6.91,6.84,1103,0,4/10/16 18:13,6837
591,scrambled,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,1,I would feel really bad because this person trusts me and I lied to them about something they don't believe in.,120011,1.25,1.17,1,1.09,6.62,6.66,5634,0,4/10/16 18:14,6838
