subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
363,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,It was our 3rd monthly couples meal.  It hadn't been going so well.  Everyone seemed to have certain requirements for their meals and it was turning out to be impossible to meet everyone's requests.  Susan knew that I had stopped drinking months ago and didn't want to touch the stuff but last week at her house she served a dessert that I know had Vodka in it.  She told me that it didn't but Dana had told me afterwards that Susan had told her that she had used Vodka ,1.35,2.59,1,2,6.97,7,10460,3/28/16 16:32
80,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I'd just got off the phone with a cute boy and had planned a night meeting up at a bar. My best friend however just posted on facebook about struggling to set up some furniture. They tagged me in it hopping I would help, but I had already made plans. I didn't want to sound like a complete jerk, but I lied a little and said I had to finish some work first, than go to a bar.",5.04,3,1,3.01,5.89,6.02,11620,3/28/16 16:32
538,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"Eating lunch with friends is a good way to relax.  We're so caught up in conversation that I barely notice the stinky kid coming towards us.  He was a real jerk to me for some reason.  I never even made fun of him or anything.  I notice his smell and turn to look at him.  He asks if he can sit, but I'm relieved to explain that our table is full.  Even if it wasnt, I still might have said it was",4.15,4.02,1,4.72,7,5.36,6719,3/28/16 16:32
504,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"few, two, you, do, moo, fiddle, piddle, diddle, fight, right, kite, light, sight, might, tight, maybe, frying, trying, lying, buying, sighing, mouse, house, douse, mad, sad, had, dad, lad, fad, ",5.04,3.15,0,0,0,0,8228,3/28/16 16:33
594,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"The person that asked to sit at my table, is an individual who has been very, very unfriendly to my friends and I in the past. If they would have been a decent person, I would've offered him my seat. I recall this individual making fun of my friends, saying inappropriate things for attention, ect.",2.47,1.58,1,5,6.3,5.54,55896,3/28/16 16:33
155,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Fight, might, bite, tight, kite, light, sight. Stem, phlegm, when, den. Byes, dies, flies, pies, ",4.91,4,0,0,0,0,12077,3/28/16 16:33
579,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"beat, heat, feet, meet, greet, peat, spit, mit, kit, writ, tit, hit, shit, grit, bit, clown, bound, town, ground, due, spew, mew, two, rue, goo, glue, flue, flew, blue, sin, bin, tin, men, spin, wren, ",2.02,1.96,0,0,0,0,9833,3/28/16 16:33
371,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate has just gotten new furniture for our apartment as our previous furniture was worn out and broken.  It looks real nice and he is struggling to put it together as he is lying in all sorts of weird positions trying to piece it together while holding tools.  He asks me if I can help him.  I tell him that I can't because I have to finish a project for work, when in actuality I want to meet my old friends at a bar and get drunk.  Afterwards, I feel bad as my roommate paid for all the stu",2.98,1.95,1,3.04,5.98,6.01,7719,3/28/16 16:34
441,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I want to SELL a car today, dammit! So when a gullible customer came in, I knew I had the right person. I sold them on a real lemon that's been in the lot for months now, telling them that it was in impeccable shape. They bought everything I told them and signed for it before hardly looking it over! What a sucker. ",1.04,1.06,1,1.07,5.44,5.49,4020,3/28/16 16:34
87,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Cross, doss, floss, gloss, loss, moss, sauce, toss",3.04,2.99,0,0,0,0,20053,3/28/16 16:34
320,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My co-worker has been neglecting his work recently, and I have covered for him.  Now, because I made him look better than he really is, he is being considered for my promotion.  I need to tell what he is really like. I can not imagine working for someone with a work ethic like his.",5.42,3.71,1,5.89,6.66,6.24,8114,3/28/16 16:34
246,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Catch rhymes with fetch, flight rhymes with sight, bite, tight, might, kite. Walk rhymes with talk, mock, flock, jock, crock, sock. Bad rhymes with sad, mad, glad, dad, fad, lad. Eyes rhymes with tithes, sighs, cries",6.01,4,0,0,0,0,9678,3/28/16 16:34
370,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,none,4.81,5.21,2,4,4.95,4.72,10519,3/28/16 16:35
528,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I am on the crowded train and see an older person who really needs a seat.  I decided that I have had a long day and I will take a seat for myself.,6.49,7,1,6.4,5.97,7,62067,3/28/16 16:35
518,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,you moo too do are car bar star par sitting hitting your pour more door in sin tin pin there mare stare care dare lair hair pair tear no so hoe row doe low tow mow sow your sore ,1.04,2.03,0,0,0,0,12700,3/28/16 16:35
236,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line-wine, pine, dine, tine sell-sale, kale well, wale, tell, bell, swell, male, male, rail see-bee, tree, ",3,3.02,0,0,0,0,25618,3/28/16 16:35
80,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"See- bee, tea, brie, pee, ski, three, 
catch- patch, batch, match, latch, snatch",4.88,3,0,0,0,0,7164,3/28/16 16:35
538,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"Ugh, this project turned out awful.  I tried so hard to make some quality progress, but Jerry seemed to be going out of his way to sabotage it.  I did all the research and compile, and Jerry just complained and sat around.  Luckily the boss seemed to believe me when he had us evaluate eachother's work",4.71,4.43,1,7,6.15,4.7,5814,3/28/16 16:36
363,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I had worked for Acme for 15 years and had steadily moved up the ranks.  A new hire, Rich, fresh out of college had been teamed up with me to work on a project together.  He did absolutely nothing on the project and all the work was done by myself.  I guess he thought everything was going to be handed to him since he had a degree in business.  My boss asks me about his performance and I have to be honest.  I would say something good if there was something good to d",2.8,2.85,1,2.82,6.96,7,7741,3/28/16 16:36
155,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagine the local car dealership and that I have left my integrity at the door. I pictured talking to someone about a used Toyota and lying about a potential problem that will cost the customer a lot of money to fix in the near future. ,1.92,4,1,4,5.14,5.09,5998,3/28/16 16:36
441,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Flight rhymes with might, fight, night, right, blight, slight, tight, wight, height, kite, bite. Heavy rhymes with bevy. Avert rhymes with revert. Rushing rhymes with slushing, mushing.",4.69,3.75,0,0,0,0,6054,3/28/16 16:36
594,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"blue, glue, flew, dew, crew, lieu, jew, new, hue, askew, drew, hell, bell, tell, well, fell, gel, dell, hat, bat, cat, vat, gat, hat, pat, rat, mat, sat, goop, poop, loop, hade, evade, sloth",1,1,0,0,0,0,24069,3/28/16 16:37
579,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I can't miss the flight. I am on my way home to see a dying parent. There isn't much time left. If I miss the flight, I may not be able to go say my goodbyes. I don't think I would feel any guilt over this situation. ",6.02,4.01,1,7,5.04,4.94,9020,3/28/16 16:37
246,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Guests rhymes with behest, jest, lest, crest. Soup rhymes with poop, scoop, moop, dupe, loop. Broth rhymes with goth, sloth, fr",4.99,4,0,0,0,0,16072,3/28/16 16:37
370,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,none,3.37,3.2,0,0,0,0,4007,3/28/16 16:38
528,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,line wine fine divine whine mine,4.03,3.79,0,0,0,0,37701,3/28/16 16:38
518,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I got to the station early to insure that I could get a good seat and would not have to stand up.  I am wearing jeans and comfortable shoes and only carrying a small purse and my phone.  I get on the train and am hating the crowd.  I am very relieved when I find one seat.  I immediately take it.  Then I notice an elderly lady behind me, she has a cane and silver hair.  She is wearing a long red winter coat and has typical elderly lady brown shoes on her feet.  She is obviously tired.  ",1.05,3.01,1,2.99,6.01,5.99,11251,3/28/16 16:39
538,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"My wife wants that self righteous asshole and couple others over for dinner.  I make my best soup, completely forgetting that his hip new fad he's following now will make him complain about my soup.  He won't even be following it next week anyway, so I just tell a little fib about the ingredients.  He doesn't seem to notice, and eats it.",5.04,4.16,1,5.67,5.52,4.74,5774,3/28/16 16:39
80,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Dinner- Inner, Spinner, Thiner, Printer
Broth- Cloth, moth, froth
One- None, Pun, Done, Nun, Won",5.91,4.05,0,0,0,0,31560,3/28/16 16:39
155,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I imagine the mushroom noodle soup that I make. I imagine a vegan I know being over for dinner. I imagine lying to them about it. I feel alright about it. ,3.11,4,1,4,2.85,4.76,8089,3/28/16 16:39
579,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"cough, moth, trough, loft, soft, doff, scoff, cascade, fade, paid, raid, staid, jade, tiff, sift, golf ",2,2.01,0,0,0,0,6853,3/28/16 16:40
246,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Sit rhymes with bit, kit, zit, tit, lit, fit, get. Train rhymes with brain, drain, main, sane, jane, crane, fain. Seat rhymes with bleat, crete, meat, cleat, feat, ",5.04,5,0,0,0,0,5956,3/28/16 16:40
236,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I have a few minutes to meet a few friends that I planned to meet at the bar. I do not want to disappoint my friends so I lie to my roomma,1.05,1.97,1,2.01,5.97,5.93,18369,3/28/16 16:40
594,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"blue, goo, you, hue, askew, new, mew, dick, click, hick, flick, prick, trick, lick, bic, nick, sick, wick, tin, win, floor, whore, door, boar, bore, for, fore, gore, soar, wore",1,1.36,0,0,0,0,47644,3/28/16 16:40
560,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Few, hew, dew, chew, drew, do, hell, bell, shell, fell, phlegm, turk, pout, far, car, mar, star, ",5.03,3.03,0,0,0,0,12095,3/28/16 16:41
80,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Bill- Chill, dill, frill, pill, spill, grill
Down- brown, clown, frown, town, noun
Pick- brick, kick, stick, lick, trick, dick
",4.04,4.45,0,0,0,0,9544,3/28/16 16:42
518,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I am rushing through the airport trying to get a good place in line to board my plane.  I know that the more toward the front I get, the better seat I will get. On the way, I see a young mom. She has a small toddler with her and is struggling with tending to the child and trying to carry her 2 suitcases as well as a diaper bag and large purse.  The child is giving her a hard time.  I feel bad as I walk past.  I know I should offer to help, but she may see it as forward and not want m",5,3.99,1,5,5.99,5.98,18322,3/28/16 16:42
370,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,none,4.97,4.46,1,3.03,1.45,2.17,113013,3/28/16 16:43
579,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I would justify it by saying money is tight and I need groceries. I have been hungry for weeks and this is a windfall. I would probably think 50 is not much to them, but several days of food for me if I make intelligent purchases. ",2.98,2.98,1,2.01,5,5.01,6282,3/28/16 16:43
246,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"The person in front of me looked like a very wealthy individual, wearing an expensive suit and a designer watch and shoes and sunglasses. I saw him walking past a homeless man and told the homeless man to f*** off when he saw him. He came across as a jerk. Additionally, I am broke and needed that fifty to be able to help pay my rent this month so I'm not on the street. Also, I have no way of knowing for certain if the man actually did drop it, even though he most certainly would claim it if I asked him. I decided to remain undecided and pocket it for myself.",5.95,6.04,1,5.98,5.95,5.03,4083,3/28/16 16:43
236,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"dinner-winner, sinner, spinner soup-coupe, troop, loop hoop broth-cloth, moth, sloth ",1.04,1.05,0,0,0,0,21119,3/28/16 16:44
560,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"When you first scheduled your flight you figured it would be a nice and easy trip. A two hour layover would give you time to relax and have lunch before the next flight. That was before the mechanical trouble started. As you get off the plane you realize you only have 6 minutes to catch your flight. As you hurry down the aisle you notice an elderly woman struggling to move her heavy suitcase, but you avert your eyes and keep walking",5.02,2.97,1,5.98,7,7,8478,3/28/16 16:45
594,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,6.32,2.2,0,0,0,0,4355,3/28/16 16:45
80,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,Chris and I both started working for the company around the same time. He was always close with the boss so he got away with always doing little to no work. One of our managers had just changed jobs and Chris and I were approached as candidates for the job. Earlier that week I had caught Chris drunk on the job and being rude to a lot of the other staff memebers. When I was app,6.39,3.81,1,5.99,7,7,16240,3/28/16 16:45
370,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,none,3.14,3.02,0,0,0,0,22934,3/28/16 16:46
518,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I am in bed beside my husband.  I hear my baby start to quietly cry.  I am so tired because I have been up with her all week it seems.  I start to breathe heavy, to make it appear that I am sleeping.  I hear the baby getting a little louder, but I am determined to stay there and pretend to be sleeping.  My husband isn't getting up either.  He pokes my side to see if I am awake.  I don",4.57,3.01,1,2.02,5.99,6,14119,3/28/16 16:46
246,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"struggling rhymes with juggling, puzzling. Room rhymes with zoom, boom, doom, loom. Help rhymes with yelp, kelp. Bar rhymes with far, jar, tar, mar, gar. Work rhymes with twerk, irk, jerk.",6.03,5.1,0,0,0,0,3915,3/28/16 16:46
579,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,It is cold outside and I didn't come prepared to wait in line. I underestimated the popularity of the film. I would rationalize the behavior by saying it is what others would do if the same opportunity presented itself. I would try to tamp down that guilt and ignore the grumbling from behind. ,1.92,2.96,1,1.99,5.04,6.01,9514,3/28/16 16:47
560,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Few, hew, dew, chew, drew, do, peep, house, mouse, louse, fleck, trek, ",4.98,3.02,0,0,0,0,17358,3/28/16 16:48
594,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I have been in this exact situation before. As a new mother, we need our rest. The fathers helped make the babies...they can help take care of it!",6.23,4,1,5.82,6.76,6.87,7711,3/28/16 16:48
80,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"My friend was already sitting on the train and I went and sat right next to him so we could discuss some things for out work meeting. An old man walked by looking for a seat, I may of seemed rude for not giving up my seat, but a few steps away were a whole row of open seats.  I think he may not of seen them when he first walked in",5.06,3.83,1,5.08,7,7,12529,3/28/16 16:49
246,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"The flaw is not likely to cause serious damage and wouldn't be life threatening. Also, you are trying to meet your quota for the month or you have a real risk of being fired. Additionally, this person has been abusive to many of the salesmen at your dealership and has rode a large number of the cars on the lot without choosing any because he criticizes any minor flaw to the car. You don't think he will ultimately choose this car so you don't see any reason to disclose the flaw and have a discussion with him.",5.96,5.98,1,5.04,4.99,5.03,3700,3/28/16 16:50
518,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I made a really great soup and bought fresh bread to go with it.  My friend tells me that she recently stopped eating meat and asks if the broth has meat in it.  I feel a little irritated by that and tell her that I used vegetable broth.  I don't have any other food to feed her and I spent a lot of time getting ready for a nice dinner with her.  It won't hurt her, as she isn't doing it for health reasons.  What she doesn't know won't hurt her.",5.02,3.01,1,3.77,6.05,6,17164,3/28/16 16:50
579,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I would imagine that I have had a hard week and need the bar to cope. It is my roommate's furniture and thus their responsibility. I think lying about the project would be silly. I think being honest would be better. I wouldn't expect their help if I were putting together furniture that would not be in the commons of the apartment. ,5.04,4,1,5,5.01,4.97,7406,3/28/16 16:50
560,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"You finally get seated at your desk with your coffee, ready to start your work day. A new project is scheduled to begin and you're eager to start looking at the details. You're still annoyed with the last project and hoping you don't get stuck with Fred again.

Your boss walks into the room, shuts the door and casually asks ""How was the project last week with Fred"". Perfect timing, you think, as you begin to tell him the problems",3.02,3,1,4.98,7,7,13632,3/28/16 16:51
80,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"My all time favorite movie was released today and I tired my best to get to the box office in time. The problem was I was alone and knew if I had to pee i'd lose my spot in line without having someone to cover for me. Luckily, I noticed one of my friends a little further ahead and went to stand with him in case the situation occurred. At the time no one seemed to care that I had moved ahead and I did",5.01,2.96,1,3.54,7,6.85,7614,3/28/16 16:52
246,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"The best part's of the coworkers performance were still not good. This coworker is a bad worker and is neither qualified nor deserving for this big promotion. You feel it's your obligation to inform your boss of this workers quality of work, because it could threaten the company and its future. This coworker is also rude to everyone, and can not work well in a group. He craves leadership so he can dominate over others, and only wants this promotion for that reason, not to contribute to the company. You, on the otehr hand are an exceptional worker.",6.01,6.01,1,6.01,5.98,5.98,4226,3/28/16 16:53
518,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,it sit kit lit mitt pit hit wit feel peel keel heel kneel wheel reel steal think pink stink kink rink sink link parts hearts starts carts boss cross floss did bid kid rid lid to moo stew a pay stay lay hay may,3,3.02,0,0,0,0,35313,3/28/16 16:54
560,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"It's been a great school day. Two substitute teachers and each class you just had to sit and watch a movie. You're laughing with your friends at the cafeteria table, wondering if you'll get lucky the rest of the day too. Your table is full and you see Tom sitting by himself and he catches your eye. He gets up and brings his tray over to ask if he can sit down but you tell hi",3.01,3,1,3.03,7,7,8922,3/28/16 16:55
80,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I thought for sure we'd get kicked out of our house if I didn't come up with rent money immediately. I took a gamble at work and tried to push a crappy car on a customer without revealing the flaws of the car. It wasn't something that would put them in any sort of danger, it just had been a car involved in a pretty gruesome situation that took a whole lot of interior cleaning to look good again. ",2.1,2.94,1,2.05,7,7,6079,3/28/16 16:55
246,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"friends, amends, tends, lends. Seats rhymes with meats, cleats, feats. Left rhymes with deft, cleft. Table rhymes with fable, label, mable. Comes rhymes with thumbs.",6.01,4,0,0,0,0,7047,3/28/16 16:56
594,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I imagine that I am in a dire situation. My family needs immediate help and is in an emergency.The person buying my car is very wealthy, so I tell a lie to he",1.14,1.08,1,1.17,6.55,6.27,3624,3/28/16 16:56
236,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,While working on the project with my co-worker I was left to do the majority of the work. My co-worker then went on to try to obtain a large part of the credit even though they didn't contribute a lot of the work. Out of frustration I told my boss everything that my co-worker did wrong when we were up for ,2.04,1.95,1,3.06,6.05,5.99,20712,3/28/16 16:58
560,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"You slam your car door in frustration and start walking into the movie theater. You hear your wife call out ""Honey wait up"" but you just keep walking. She was supposed to be ready to go at 5pm, you knew this movie was opening night and that you'd need to be there early. But, as usual, Jill just can't get ready on time. You walk inside and already the line is to the lobby. However, you spot your coworker Tim and as",4.95,2.97,1,3.06,7,7,7776,3/28/16 16:58
518,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,you're cure lure pure sure sewer in tin sin kin fin to do for store door core more a stay pay lay hay may will pill kill dill hill soon tune loon boon dune sell hell shell tell see tee me he she key ,2.04,3.01,0,0,0,0,10651,3/28/16 16:59
246,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"The line is very short, only three other people are behind you in line. The line is also moving very fast, so the people behind you won't have to wait long. You also plan on buying the ticket for your friend, so only one transaction will have to be made and so no additional waiting time will have to be tolerated by the people behind you. They also appear not to know for sure what movie they want to watch so when they reach the counter they might make themselves wait anyway. ",5.96,6.01,1,6.01,5.01,5.06,4407,3/28/16 16:59
80,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"tell- bell, sell, swell, hell, cell, smell
table- cable, stable, fable, label, able
at- bat, cat, sat, rat",5.01,5,0,0,0,0,48510,3/28/16 16:59
594,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I imagine that the elderly person is in good health. Meanwhile, I have recently broken my shin at a soccer game, and need to rest or else it will never get better. I am in a cast, and the elderly person seems to understand why I can't get up.",1,1.5,1,2.6,6.56,5.94,26015,3/28/16 16:59
236,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"bill-pill, swill, kill, real, meal, mill, kneel ground-pound, ground, sound, mound, found yards-cards, shards, your",1.08,1.12,0,0,0,0,11083,3/28/16 17:01
560,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"Few, hew, dew, chew, drew, do, bat, cat, rat, drat, mar, jar, bar, far, tar, gar, paws, claws, ",2.99,1.91,0,0,0,0,10646,3/28/16 17:01
518,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,are far car star mar you who stew cue moo paid stayed laid maid raid when hen den wren pen is fizz quiz in sin tin pin asks basks tasks flaws paws saws know hoe snow crow blow,1.03,3.03,0,0,0,0,10631,3/28/16 17:02
80,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"baby- maybe
new- blue, clue, jew, shoe, two, moo, flew, stew screw, true, zoo",6.01,4.98,0,0,0,0,67229,3/28/16 17:03
129,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I am walking up Sterling St. and I see a $50 on the ground, I see a well to do looking a guy up ahead, but I take the money anyway. I take it because I know how badly I could use any amount of money and this guy looks like he wouldn't even miss it so I feel bad because I know I shouldn't steal but that's just life sometimes.",7,3.53,1,3.83,6.48,6.45,22666,3/28/16 17:04
560,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"A flutter on the sidewalk in front of you catches your eye. You look and see that it is a dollar bill and you bend over to pick it up. As you look at it closely, you realize it's actually a 50 dollar bill. You look up and see a man in front of you, about 20 yards groping inside of his pockets. He checks the front, then the back and then he's looking at his wallet. You realize it's his. Before he sees you, you open your wallet and slip the bill",1.1,1,1,1,7,1,6579,3/28/16 17:05
